event_id,session_id,user_id,property_id,event_type,event_timestamp,session_duration,referral_source,device_type,browser,operating_system
401001,401,423,42.0,Property View,2024-07-31 23:11:43,566,Social Media,Desktop,Chrome,macOS
401002,401,423,73.0,Click,2024-07-31 23:14:20,692,Social Media,Desktop,Chrome,macOS
401003,401,423,,Page View,2024-07-31 23:16:26,725,Social Media,Desktop,Chrome,macOS
401004,401,423,,Page View,2024-07-31 23:16:59,1083,Social Media,Desktop,Chrome,macOS
401005,401,423,,Page View,2024-07-31 23:22:57,1661,Social Media,Desktop,Chrome,macOS
401006,401,423,,Page View,2024-07-31 23:32:35,1790,Social Media,Desktop,Chrome,macOS
401007,401,423,72.0,Inquiry Submission,2024-07-31 23:34:44,2079,Social Media,Desktop,Chrome,macOS
402000,402,315,,Page View,2024-08-05 04:31:48,119,Social Media,Desktop,Edge,Android
402001,402,315,60.0,Inquiry Submission,2024-08-05 04:33:47,407,Social Media,Desktop,Edge,Android
402002,402,315,40.0,Click,2024-08-05 04:38:35,562,Social Media,Desktop,Edge,Android
402003,402,315,74.0,Property View,2024-08-05 04:41:10,605,Social Media,Desktop,Edge,Android
402004,402,315,85.0,Property View,2024-08-05 04:41:53,1114,Social Media,Desktop,Edge,Android
403000,403,206,6.0,Inquiry Submission,2024-08-13 00:11:42,596,Direct,Desktop,Chrome,Windows
403001,403,206,,Page View,2024-08-13 00:21:38,810,Direct,Desktop,Chrome,Windows
403002,403,206,,Page View,2024-08-13 00:25:12,1045,Direct,Desktop,Chrome,Windows
403003,403,206,8.0,Inquiry Submission,2024-08-13 00:29:07,1259,Direct,Desktop,Chrome,Windows
403004,403,206,7.0,Property View,2024-08-13 00:32:41,1615,Direct,Desktop,Chrome,Windows
403005,403,206,34.0,Inquiry Submission,2024-08-13 00:38:37,1800,Direct,Desktop,Chrome,Windows
404000,404,246,,Page View,2024-07-30 17:14:07,223,Organic Search,Mobile,Safari,iOS
404001,404,246,,Page View,2024-07-30 17:17:50,793,Organic Search,Mobile,Safari,iOS
404002,404,246,90.0,Click,2024-07-30 17:27:20,1111,Organic Search,Mobile,Safari,iOS
404003,404,246,,Page View,2024-07-30 17:32:38,1674,Organic Search,Mobile,Safari,iOS
404004,404,246,38.0,Property View,2024-07-30 17:42:01,1962,Organic Search,Mobile,Safari,iOS
404005,404,246,71.0,Inquiry Submission,2024-07-30 17:46:49,2051,Organic Search,Mobile,Safari,iOS
404006,404,246,,Page View,2024-07-30 17:48:18,2435,Organic Search,Mobile,Safari,iOS
405000,405,449,87.0,Property View,2024-08-02 00:11:17,181,Referral,Tablet,Edge,Windows
405001,405,449,,Page View,2024-08-02 00:14:18,542,Referral,Tablet,Edge,Windows
405002,405,449,,Page View,2024-08-02 00:20:19,1100,Referral,Tablet,Edge,Windows
405003,405,449,,Page View,2024-08-02 00:29:37,1277,Referral,Tablet,Edge,Windows
405004,405,449,63.0,Property View,2024-08-02 00:32:34,1668,Referral,Tablet,Edge,Windows
405005,405,449,52.0,Property View,2024-08-02 00:39:05,1927,Referral,Tablet,Edge,Windows
405006,405,449,86.0,Property View,2024-08-02 00:43:24,2416,Referral,Tablet,Edge,Windows
406000,406,486,80.0,Inquiry Submission,2024-08-11 21:10:27,545,Referral,Mobile,Firefox,macOS
406001,406,486,78.0,Inquiry Submission,2024-08-11 21:19:32,1030,Referral,Mobile,Firefox,macOS
407000,407,421,23.0,Click,2024-08-10 13:28:51,292,Organic Search,Tablet,Edge,iOS
407001,407,421,86.0,Inquiry Submission,2024-08-10 13:33:43,465,Organic Search,Tablet,Edge,iOS
407002,407,421,,Page View,2024-08-10 13:36:36,704,Organic Search,Tablet,Edge,iOS
407003,407,421,10.0,Click,2024-08-10 13:40:35,1045,Organic Search,Tablet,Edge,iOS
407004,407,421,43.0,Inquiry Submission,2024-08-10 13:46:16,1220,Organic Search,Tablet,Edge,iOS
407005,407,421,,Page View,2024-08-10 13:49:11,1638,Organic Search,Tablet,Edge,iOS
407006,407,421,,Page View,2024-08-10 13:56:09,1774,Organic Search,Tablet,Edge,iOS
407007,407,421,7.0,Property View,2024-08-10 13:58:25,2006,Organic Search,Tablet,Edge,iOS
407008,407,421,,Page View,2024-08-10 14:02:17,2110,Organic Search,Tablet,Edge,iOS
407009,407,421,,Page View,2024-08-10 14:04:01,2580,Organic Search,Tablet,Edge,iOS
408000,408,89,88.0,Click,2024-08-05 06:55:25,40,Direct,Desktop,Edge,iOS
408001,408,89,58.0,Inquiry Submission,2024-08-05 06:56:05,373,Direct,Desktop,Edge,iOS
409000,409,224,,Page View,2024-08-02 00:09:40,355,Organic Search,Tablet,Firefox,macOS
409001,409,224,,Page View,2024-08-02 00:15:35,814,Organic Search,Tablet,Firefox,macOS
409002,409,224,3.0,Click,2024-08-02 00:23:14,872,Organic Search,Tablet,Firefox,macOS
409003,409,224,,Page View,2024-08-02 00:24:12,1222,Organic Search,Tablet,Firefox,macOS
409004,409,224,79.0,Click,2024-08-02 00:30:02,1540,Organic Search,Tablet,Firefox,macOS
409005,409,224,90.0,Click,2024-08-02 00:35:20,2137,Organic Search,Tablet,Firefox,macOS
409006,409,224,,Page View,2024-08-02 00:45:17,2642,Organic Search,Tablet,Firefox,macOS
409007,409,224,90.0,Inquiry Submission,2024-08-02 00:53:42,2966,Organic Search,Tablet,Firefox,macOS
410000,410,417,3.0,Property View,2024-08-11 11:40:04,527,Social Media,Desktop,Firefox,Windows
410001,410,417,99.0,Click,2024-08-11 11:48:51,988,Social Media,Desktop,Firefox,Windows
410002,410,417,99.0,Inquiry Submission,2024-08-11 11:56:32,1208,Social Media,Desktop,Firefox,Windows
410003,410,417,18.0,Inquiry Submission,2024-08-11 12:00:12,1740,Social Media,Desktop,Firefox,Windows
411000,411,303,50.0,Inquiry Submission,2024-08-05 11:44:49,518,Email Campaign,Tablet,Safari,Android
411001,411,303,51.0,Inquiry Submission,2024-08-05 11:53:27,614,Email Campaign,Tablet,Safari,Android
411002,411,303,41.0,Property View,2024-08-05 11:55:03,840,Email Campaign,Tablet,Safari,Android
411003,411,303,85.0,Property View,2024-08-05 11:58:49,1353,Email Campaign,Tablet,Safari,Android
411004,411,303,,Page View,2024-08-05 12:07:22,1811,Email Campaign,Tablet,Safari,Android
412000,412,25,99.0,Click,2024-07-25 18:40:28,254,Email Campaign,Mobile,Firefox,macOS
412001,412,25,18.0,Click,2024-07-25 18:44:42,690,Email Campaign,Mobile,Firefox,macOS
412002,412,25,86.0,Click,2024-07-25 18:51:58,869,Email Campaign,Mobile,Firefox,macOS
413000,413,228,91.0,Property View,2024-08-06 12:23:53,387,Social Media,Desktop,Safari,macOS
413001,413,228,19.0,Inquiry Submission,2024-08-06 12:30:20,792,Social Media,Desktop,Safari,macOS
413002,413,228,49.0,Property View,2024-08-06 12:37:05,1214,Social Media,Desktop,Safari,macOS
413003,413,228,,Page View,2024-08-06 12:44:07,1439,Social Media,Desktop,Safari,macOS
413004,413,228,22.0,Inquiry Submission,2024-08-06 12:47:52,1942,Social Media,Desktop,Safari,macOS
414000,414,121,95.0,Click,2024-08-01 12:36:30,125,Email Campaign,Mobile,Safari,iOS
414001,414,121,11.0,Inquiry Submission,2024-08-01 12:38:35,544,Email Campaign,Mobile,Safari,iOS
414002,414,121,,Page View,2024-08-01 12:45:34,791,Email Campaign,Mobile,Safari,iOS
414003,414,121,56.0,Inquiry Submission,2024-08-01 12:49:41,851,Email Campaign,Mobile,Safari,iOS
415000,415,200,,Page View,2024-08-02 21:30:30,387,Referral,Mobile,Chrome,Windows
415001,415,200,61.0,Click,2024-08-02 21:36:57,431,Referral,Mobile,Chrome,Windows
416000,416,350,,Page View,2024-07-28 16:20:07,106,Direct,Tablet,Safari,iOS
416001,416,350,77.0,Inquiry Submission,2024-07-28 16:21:53,395,Direct,Tablet,Safari,iOS
416002,416,350,98.0,Inquiry Submission,2024-07-28 16:26:42,508,Direct,Tablet,Safari,iOS
416003,416,350,58.0,Inquiry Submission,2024-07-28 16:28:35,1053,Direct,Tablet,Safari,iOS
416004,416,350,,Page View,2024-07-28 16:37:40,1345,Direct,Tablet,Safari,iOS
416005,416,350,12.0,Click,2024-07-28 16:42:32,1906,Direct,Tablet,Safari,iOS
416006,416,350,,Page View,2024-07-28 16:51:53,2081,Direct,Tablet,Safari,iOS
416007,416,350,23.0,Click,2024-07-28 16:54:48,2420,Direct,Tablet,Safari,iOS
417000,417,44,63.0,Inquiry Submission,2024-07-29 12:20:36,108,Direct,Desktop,Firefox,Android
417001,417,44,72.0,Click,2024-07-29 12:22:24,260,Direct,Desktop,Firefox,Android
417002,417,44,14.0,Click,2024-07-29 12:24:56,744,Direct,Desktop,Firefox,Android
417003,417,44,40.0,Property View,2024-07-29 12:33:00,1242,Direct,Desktop,Firefox,Android
417004,417,44,44.0,Property View,2024-07-29 12:41:18,1823,Direct,Desktop,Firefox,Android
417005,417,44,87.0,Property View,2024-07-29 12:50:59,1984,Direct,Desktop,Firefox,Android
418000,418,81,26.0,Inquiry Submission,2024-08-01 06:47:43,81,Email Campaign,Tablet,Firefox,Android
418001,418,81,11.0,Inquiry Submission,2024-08-01 06:49:04,516,Email Campaign,Tablet,Firefox,Android
419000,419,303,41.0,Property View,2024-07-24 02:55:30,290,Email Campaign,Tablet,Firefox,Android
419001,419,303,96.0,Inquiry Submission,2024-07-24 03:00:20,486,Email Campaign,Tablet,Firefox,Android
419002,419,303,,Page View,2024-07-24 03:03:36,964,Email Campaign,Tablet,Firefox,Android
419003,419,303,,Page View,2024-07-24 03:11:34,1426,Email Campaign,Tablet,Firefox,Android
419004,419,303,50.0,Click,2024-07-24 03:19:16,1914,Email Campaign,Tablet,Firefox,Android
419005,419,303,47.0,Click,2024-07-24 03:27:24,2037,Email Campaign,Tablet,Firefox,Android
419006,419,303,,Page View,2024-07-24 03:29:27,2157,Email Campaign,Tablet,Firefox,Android
420000,420,59,5.0,Click,2024-07-25 04:39:51,577,Social Media,Desktop,Safari,Android
420001,420,59,93.0,Click,2024-07-25 04:49:28,1090,Social Media,Desktop,Safari,Android
420002,420,59,78.0,Click,2024-07-25 04:58:01,1444,Social Media,Desktop,Safari,Android
420003,420,59,86.0,Click,2024-07-25 05:03:55,1658,Social Media,Desktop,Safari,Android
421000,421,80,85.0,Property View,2024-07-30 18:56:22,258,Social Media,Mobile,Safari,Android
421001,421,80,,Page View,2024-07-30 19:00:40,446,Social Media,Mobile,Safari,Android
421002,421,80,15.0,Inquiry Submission,2024-07-30 19:03:48,648,Social Media,Mobile,Safari,Android
421003,421,80,17.0,Property View,2024-07-30 19:07:10,754,Social Media,Mobile,Safari,Android
421004,421,80,32.0,Click,2024-07-30 19:08:56,1305,Social Media,Mobile,Safari,Android
421005,421,80,5.0,Inquiry Submission,2024-07-30 19:18:07,1782,Social Media,Mobile,Safari,Android
421006,421,80,76.0,Inquiry Submission,2024-07-30 19:26:04,1889,Social Media,Mobile,Safari,Android
421007,421,80,93.0,Inquiry Submission,2024-07-30 19:27:51,2175,Social Media,Mobile,Safari,Android
421008,421,80,92.0,Click,2024-07-30 19:32:37,2667,Social Media,Mobile,Safari,Android
422000,422,430,26.0,Property View,2024-07-26 10:04:51,497,Referral,Desktop,Firefox,Android
422001,422,430,38.0,Property View,2024-07-26 10:13:08,854,Referral,Desktop,Firefox,Android
423000,423,268,100.0,Click,2024-07-30 02:55:53,254,Organic Search,Mobile,Edge,macOS
423001,423,268,54.0,Click,2024-07-30 03:00:07,709,Organic Search,Mobile,Edge,macOS
423002,423,268,39.0,Click,2024-07-30 03:07:42,1240,Organic Search,Mobile,Edge,macOS
424000,424,282,,Page View,2024-08-16 08:46:37,573,Email Campaign,Tablet,Edge,iOS
424001,424,282,10.0,Click,2024-08-16 08:56:10,708,Email Campaign,Tablet,Edge,iOS
424002,424,282,7.0,Inquiry Submission,2024-08-16 08:58:25,1226,Email Campaign,Tablet,Edge,iOS
424003,424,282,27.0,Inquiry Submission,2024-08-16 09:07:03,1767,Email Campaign,Tablet,Edge,iOS
424004,424,282,79.0,Click,2024-08-16 09:16:04,2219,Email Campaign,Tablet,Edge,iOS
424005,424,282,34.0,Inquiry Submission,2024-08-16 09:23:36,2801,Email Campaign,Tablet,Edge,iOS
425000,425,278,18.0,Property View,2024-08-06 07:59:52,150,Organic Search,Mobile,Edge,Android
425001,425,278,35.0,Click,2024-08-06 08:02:22,597,Organic Search,Mobile,Edge,Android
425002,425,278,,Page View,2024-08-06 08:09:49,1080,Organic Search,Mobile,Edge,Android
425003,425,278,62.0,Inquiry Submission,2024-08-06 08:17:52,1617,Organic Search,Mobile,Edge,Android
425004,425,278,5.0,Property View,2024-08-06 08:26:49,2208,Organic Search,Mobile,Edge,Android
425005,425,278,86.0,Click,2024-08-06 08:36:40,2765,Organic Search,Mobile,Edge,Android
426000,426,195,52.0,Inquiry Submission,2024-08-19 01:18:15,312,Social Media,Mobile,Safari,Android
426001,426,195,86.0,Click,2024-08-19 01:23:27,728,Social Media,Mobile,Safari,Android
426002,426,195,100.0,Inquiry Submission,2024-08-19 01:30:23,1226,Social Media,Mobile,Safari,Android
426003,426,195,14.0,Inquiry Submission,2024-08-19 01:38:41,1742,Social Media,Mobile,Safari,Android
426004,426,195,90.0,Property View,2024-08-19 01:47:17,2020,Social Media,Mobile,Safari,Android
426005,426,195,91.0,Click,2024-08-19 01:51:55,2357,Social Media,Mobile,Safari,Android
426006,426,195,,Page View,2024-08-19 01:57:32,2732,Social Media,Mobile,Safari,Android
427000,427,3,,Page View,2024-08-20 12:56:00,450,Email Campaign,Tablet,Chrome,Android
427001,427,3,99.0,Inquiry Submission,2024-08-20 13:03:30,615,Email Campaign,Tablet,Chrome,Android
427002,427,3,35.0,Property View,2024-08-20 13:06:15,1087,Email Campaign,Tablet,Chrome,Android
427003,427,3,33.0,Click,2024-08-20 13:14:07,1576,Email Campaign,Tablet,Chrome,Android
427004,427,3,59.0,Inquiry Submission,2024-08-20 13:22:16,2073,Email Campaign,Tablet,Chrome,Android
427005,427,3,,Page View,2024-08-20 13:30:33,2385,Email Campaign,Tablet,Chrome,Android
427006,427,3,57.0,Inquiry Submission,2024-08-20 13:35:45,2494,Email Campaign,Tablet,Chrome,Android
427007,427,3,61.0,Inquiry Submission,2024-08-20 13:37:34,2908,Email Campaign,Tablet,Chrome,Android
428000,428,18,60.0,Inquiry Submission,2024-08-01 14:57:07,332,Social Media,Tablet,Safari,Windows
428001,428,18,26.0,Click,2024-08-01 15:02:39,918,Social Media,Tablet,Safari,Windows
428002,428,18,89.0,Property View,2024-08-01 15:12:25,1085,Social Media,Tablet,Safari,Windows
428003,428,18,,Page View,2024-08-01 15:15:12,1378,Social Media,Tablet,Safari,Windows
428004,428,18,,Page View,2024-08-01 15:20:05,1684,Social Media,Tablet,Safari,Windows
428005,428,18,94.0,Inquiry Submission,2024-08-01 15:25:11,1969,Social Media,Tablet,Safari,Windows
428006,428,18,10.0,Property View,2024-08-01 15:29:56,2307,Social Media,Tablet,Safari,Windows
428007,428,18,,Page View,2024-08-01 15:35:34,2563,Social Media,Tablet,Safari,Windows
428008,428,18,,Page View,2024-08-01 15:39:50,2868,Social Media,Tablet,Safari,Windows
428009,428,18,42.0,Click,2024-08-01 15:44:55,3125,Social Media,Tablet,Safari,Windows
429000,429,185,,Page View,2024-08-18 14:51:16,63,Organic Search,Tablet,Firefox,iOS
429001,429,185,,Page View,2024-08-18 14:52:19,294,Organic Search,Tablet,Firefox,iOS
429002,429,185,69.0,Property View,2024-08-18 14:56:10,470,Organic Search,Tablet,Firefox,iOS
429003,429,185,65.0,Inquiry Submission,2024-08-18 14:59:06,823,Organic Search,Tablet,Firefox,iOS
429004,429,185,,Page View,2024-08-18 15:04:59,1370,Organic Search,Tablet,Firefox,iOS
429005,429,185,72.0,Property View,2024-08-18 15:14:06,1562,Organic Search,Tablet,Firefox,iOS
429006,429,185,,Page View,2024-08-18 15:17:18,1810,Organic Search,Tablet,Firefox,iOS
429007,429,185,11.0,Click,2024-08-18 15:21:26,1909,Organic Search,Tablet,Firefox,iOS
430000,430,454,98.0,Property View,2024-07-31 03:05:55,593,Email Campaign,Desktop,Edge,macOS
430001,430,454,8.0,Property View,2024-07-31 03:15:48,889,Email Campaign,Desktop,Edge,macOS
430002,430,454,,Page View,2024-07-31 03:20:44,1178,Email Campaign,Desktop,Edge,macOS
430003,430,454,,Page View,2024-07-31 03:25:33,1633,Email Campaign,Desktop,Edge,macOS
430004,430,454,33.0,Inquiry Submission,2024-07-31 03:33:08,2142,Email Campaign,Desktop,Edge,macOS
430005,430,454,68.0,Click,2024-07-31 03:41:37,2288,Email Campaign,Desktop,Edge,macOS
431000,431,85,,Page View,2024-08-09 21:28:10,315,Email Campaign,Desktop,Firefox,Windows
431001,431,85,9.0,Click,2024-08-09 21:33:25,593,Email Campaign,Desktop,Firefox,Windows
431002,431,85,,Page View,2024-08-09 21:38:03,706,Email Campaign,Desktop,Firefox,Windows
431003,431,85,73.0,Click,2024-08-09 21:39:56,1148,Email Campaign,Desktop,Firefox,Windows
431004,431,85,68.0,Property View,2024-08-09 21:47:18,1492,Email Campaign,Desktop,Firefox,Windows
431005,431,85,,Page View,2024-08-09 21:53:02,1647,Email Campaign,Desktop,Firefox,Windows
432000,432,229,,Page View,2024-08-10 04:00:39,218,Direct,Tablet,Safari,iOS
432001,432,229,97.0,Inquiry Submission,2024-08-10 04:04:17,755,Direct,Tablet,Safari,iOS
432002,432,229,91.0,Click,2024-08-10 04:13:14,1325,Direct,Tablet,Safari,iOS
432003,432,229,98.0,Click,2024-08-10 04:22:44,1808,Direct,Tablet,Safari,iOS
432004,432,229,,Page View,2024-08-10 04:30:47,1887,Direct,Tablet,Safari,iOS
432005,432,229,,Page View,2024-08-10 04:32:06,2075,Direct,Tablet,Safari,iOS
432006,432,229,,Page View,2024-08-10 04:35:14,2674,Direct,Tablet,Safari,iOS
433000,433,339,74.0,Inquiry Submission,2024-08-13 15:15:44,375,Email Campaign,Tablet,Chrome,iOS
433001,433,339,35.0,Inquiry Submission,2024-08-13 15:21:59,810,Email Campaign,Tablet,Chrome,iOS
433002,433,339,27.0,Property View,2024-08-13 15:29:14,1182,Email Campaign,Tablet,Chrome,iOS
434000,434,98,84.0,Click,2024-07-24 02:24:56,414,Referral,Tablet,Safari,macOS
434001,434,98,60.0,Property View,2024-07-24 02:31:50,727,Referral,Tablet,Safari,macOS
434002,434,98,84.0,Click,2024-07-24 02:37:03,1148,Referral,Tablet,Safari,macOS
434003,434,98,47.0,Click,2024-07-24 02:44:04,1707,Referral,Tablet,Safari,macOS
434004,434,98,3.0,Inquiry Submission,2024-07-24 02:53:23,2085,Referral,Tablet,Safari,macOS
434005,434,98,38.0,Click,2024-07-24 02:59:41,2499,Referral,Tablet,Safari,macOS
434006,434,98,,Page View,2024-07-24 03:06:35,2808,Referral,Tablet,Safari,macOS
434007,434,98,,Page View,2024-07-24 03:11:44,2904,Referral,Tablet,Safari,macOS
434008,434,98,22.0,Property View,2024-07-24 03:13:20,3343,Referral,Tablet,Safari,macOS
435000,435,76,,Page View,2024-07-27 00:21:29,281,Referral,Desktop,Safari,Android
435001,435,76,,Page View,2024-07-27 00:26:10,676,Referral,Desktop,Safari,Android
435002,435,76,71.0,Click,2024-07-27 00:32:45,1191,Referral,Desktop,Safari,Android
435003,435,76,,Page View,2024-07-27 00:41:20,1398,Referral,Desktop,Safari,Android
436000,436,202,29.0,Click,2024-08-18 13:31:39,140,Email Campaign,Mobile,Edge,Windows
436001,436,202,40.0,Inquiry Submission,2024-08-18 13:33:59,627,Email Campaign,Mobile,Edge,Windows
436002,436,202,55.0,Inquiry Submission,2024-08-18 13:42:06,747,Email Campaign,Mobile,Edge,Windows
436003,436,202,29.0,Property View,2024-08-18 13:44:06,792,Email Campaign,Mobile,Edge,Windows
436004,436,202,38.0,Click,2024-08-18 13:44:51,1317,Email Campaign,Mobile,Edge,Windows
436005,436,202,78.0,Inquiry Submission,2024-08-18 13:53:36,1570,Email Campaign,Mobile,Edge,Windows
436006,436,202,94.0,Property View,2024-08-18 13:57:49,2136,Email Campaign,Mobile,Edge,Windows
436007,436,202,,Page View,2024-08-18 14:07:15,2621,Email Campaign,Mobile,Edge,Windows
436008,436,202,36.0,Inquiry Submission,2024-08-18 14:15:20,2759,Email Campaign,Mobile,Edge,Windows
436009,436,202,23.0,Property View,2024-08-18 14:17:38,3084,Email Campaign,Mobile,Edge,Windows
437000,437,223,85.0,Click,2024-08-02 23:47:56,315,Referral,Tablet,Edge,macOS
438000,438,23,49.0,Click,2024-08-08 08:39:19,60,Organic Search,Tablet,Safari,macOS
438001,438,23,73.0,Click,2024-08-08 08:40:19,233,Organic Search,Tablet,Safari,macOS
438002,438,23,,Page View,2024-08-08 08:43:12,657,Organic Search,Tablet,Safari,macOS
438003,438,23,15.0,Click,2024-08-08 08:50:16,1137,Organic Search,Tablet,Safari,macOS
439000,439,466,38.0,Inquiry Submission,2024-07-26 15:14:27,284,Referral,Tablet,Edge,macOS
440000,440,176,50.0,Click,2024-08-13 08:00:18,415,Direct,Mobile,Firefox,iOS
440001,440,176,76.0,Property View,2024-08-13 08:07:13,708,Direct,Mobile,Firefox,iOS
440002,440,176,,Page View,2024-08-13 08:12:06,775,Direct,Mobile,Firefox,iOS
440003,440,176,20.0,Click,2024-08-13 08:13:13,1143,Direct,Mobile,Firefox,iOS
441000,441,398,,Page View,2024-08-20 16:50:59,298,Organic Search,Tablet,Chrome,Android
441001,441,398,28.0,Click,2024-08-20 16:55:57,495,Organic Search,Tablet,Chrome,Android
441002,441,398,85.0,Inquiry Submission,2024-08-20 16:59:14,851,Organic Search,Tablet,Chrome,Android
441003,441,398,66.0,Inquiry Submission,2024-08-20 17:05:10,1262,Organic Search,Tablet,Chrome,Android
442000,442,379,27.0,Inquiry Submission,2024-07-27 03:59:36,313,Social Media,Desktop,Firefox,iOS
443000,443,118,,Page View,2024-08-04 17:05:06,558,Organic Search,Mobile,Edge,Android
443001,443,118,3.0,Click,2024-08-04 17:14:24,1086,Organic Search,Mobile,Edge,Android
443002,443,118,75.0,Property View,2024-08-04 17:23:12,1178,Organic Search,Mobile,Edge,Android
443003,443,118,25.0,Inquiry Submission,2024-08-04 17:24:44,1483,Organic Search,Mobile,Edge,Android
443004,443,118,18.0,Inquiry Submission,2024-08-04 17:29:49,1925,Organic Search,Mobile,Edge,Android
443005,443,118,,Page View,2024-08-04 17:37:11,2124,Organic Search,Mobile,Edge,Android
443006,443,118,7.0,Inquiry Submission,2024-08-04 17:40:30,2464,Organic Search,Mobile,Edge,Android
443007,443,118,18.0,Property View,2024-08-04 17:46:10,2868,Organic Search,Mobile,Edge,Android
444000,444,435,22.0,Inquiry Submission,2024-08-09 11:21:36,159,Organic Search,Desktop,Edge,macOS
445000,445,106,76.0,Click,2024-08-02 03:28:56,95,Organic Search,Mobile,Chrome,iOS
445001,445,106,79.0,Click,2024-08-02 03:30:31,209,Organic Search,Mobile,Chrome,iOS
445002,445,106,95.0,Property View,2024-08-02 03:32:25,769,Organic Search,Mobile,Chrome,iOS
445003,445,106,,Page View,2024-08-02 03:41:45,1273,Organic Search,Mobile,Chrome,iOS
445004,445,106,96.0,Inquiry Submission,2024-08-02 03:50:09,1766,Organic Search,Mobile,Chrome,iOS
445005,445,106,39.0,Property View,2024-08-02 03:58:22,1893,Organic Search,Mobile,Chrome,iOS
445006,445,106,38.0,Property View,2024-08-02 04:00:29,1966,Organic Search,Mobile,Chrome,iOS
445007,445,106,7.0,Inquiry Submission,2024-08-02 04:01:42,2338,Organic Search,Mobile,Chrome,iOS
445008,445,106,67.0,Inquiry Submission,2024-08-02 04:07:54,2392,Organic Search,Mobile,Chrome,iOS
445009,445,106,46.0,Inquiry Submission,2024-08-02 04:08:48,2892,Organic Search,Mobile,Chrome,iOS
446000,446,230,18.0,Click,2024-08-11 21:32:57,423,Organic Search,Desktop,Firefox,Android
446001,446,230,59.0,Property View,2024-08-11 21:40:00,975,Organic Search,Desktop,Firefox,Android
446002,446,230,61.0,Inquiry Submission,2024-08-11 21:49:12,1225,Organic Search,Desktop,Firefox,Android
446003,446,230,,Page View,2024-08-11 21:53:22,1756,Organic Search,Desktop,Firefox,Android
446004,446,230,40.0,Property View,2024-08-11 22:02:13,2344,Organic Search,Desktop,Firefox,Android
446005,446,230,,Page View,2024-08-11 22:12:01,2934,Organic Search,Desktop,Firefox,Android
446006,446,230,61.0,Click,2024-08-11 22:21:51,3186,Organic Search,Desktop,Firefox,Android
446007,446,230,73.0,Inquiry Submission,2024-08-11 22:26:03,3222,Organic Search,Desktop,Firefox,Android
447000,447,415,16.0,Click,2024-08-17 14:35:53,110,Direct,Desktop,Firefox,Windows
447001,447,415,75.0,Inquiry Submission,2024-08-17 14:37:43,479,Direct,Desktop,Firefox,Windows
447002,447,415,90.0,Inquiry Submission,2024-08-17 14:43:52,552,Direct,Desktop,Firefox,Windows
448000,448,227,,Page View,2024-07-23 08:50:12,289,Direct,Tablet,Edge,Android
448001,448,227,10.0,Inquiry Submission,2024-07-23 08:55:01,605,Direct,Tablet,Edge,Android
448002,448,227,55.0,Property View,2024-07-23 09:00:17,838,Direct,Tablet,Edge,Android
448003,448,227,63.0,Inquiry Submission,2024-07-23 09:04:10,1181,Direct,Tablet,Edge,Android
449000,449,282,76.0,Property View,2024-08-15 19:06:22,440,Referral,Desktop,Safari,Windows
449001,449,282,,Page View,2024-08-15 19:13:42,530,Referral,Desktop,Safari,Windows
450000,450,464,98.0,Inquiry Submission,2024-08-03 23:04:45,255,Email Campaign,Desktop,Safari,Windows
450001,450,464,,Page View,2024-08-03 23:09:00,331,Email Campaign,Desktop,Safari,Windows
450002,450,464,57.0,Inquiry Submission,2024-08-03 23:10:16,912,Email Campaign,Desktop,Safari,Windows
450003,450,464,45.0,Property View,2024-08-03 23:19:57,1473,Email Campaign,Desktop,Safari,Windows
450004,450,464,15.0,Click,2024-08-03 23:29:18,1865,Email Campaign,Desktop,Safari,Windows
451000,451,5,79.0,Property View,2024-08-09 23:56:19,597,Referral,Tablet,Firefox,macOS
451001,451,5,52.0,Click,2024-08-10 00:06:16,686,Referral,Tablet,Firefox,macOS
451002,451,5,66.0,Click,2024-08-10 00:07:45,1043,Referral,Tablet,Firefox,macOS
451003,451,5,,Page View,2024-08-10 00:13:42,1175,Referral,Tablet,Firefox,macOS
451004,451,5,,Page View,2024-08-10 00:15:54,1335,Referral,Tablet,Firefox,macOS
451005,451,5,34.0,Click,2024-08-10 00:18:34,1839,Referral,Tablet,Firefox,macOS
452000,452,249,84.0,Inquiry Submission,2024-08-13 15:48:41,288,Email Campaign,Mobile,Edge,macOS
452001,452,249,60.0,Property View,2024-08-13 15:53:29,829,Email Campaign,Mobile,Edge,macOS
452002,452,249,,Page View,2024-08-13 16:02:30,937,Email Campaign,Mobile,Edge,macOS
452003,452,249,72.0,Inquiry Submission,2024-08-13 16:04:18,1354,Email Campaign,Mobile,Edge,macOS
452004,452,249,82.0,Inquiry Submission,2024-08-13 16:11:15,1646,Email Campaign,Mobile,Edge,macOS
452005,452,249,100.0,Inquiry Submission,2024-08-13 16:16:07,1680,Email Campaign,Mobile,Edge,macOS
452006,452,249,58.0,Property View,2024-08-13 16:16:41,1791,Email Campaign,Mobile,Edge,macOS
452007,452,249,86.0,Property View,2024-08-13 16:18:32,1839,Email Campaign,Mobile,Edge,macOS
452008,452,249,,Page View,2024-08-13 16:19:20,2135,Email Campaign,Mobile,Edge,macOS
452009,452,249,,Page View,2024-08-13 16:24:16,2472,Email Campaign,Mobile,Edge,macOS
453000,453,488,,Page View,2024-07-24 22:20:59,188,Direct,Tablet,Firefox,Windows
454000,454,492,,Page View,2024-07-26 16:11:17,296,Organic Search,Desktop,Safari,Android
